Grade,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,WGI,location,pay_type,year,B/O
7,2005,2072,2139,2206,2272,2339,2406,2473,254,2606,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
7,3008,3108,3209,3309,3408,3509,3609,371,381,3909,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
8,2221,2295,2369,2443,2517,2591,2665,2739,2813,2887,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
8,3332,3443,3554,3665,3776,3887,3998,4052,4052,4052,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
9,2453,2534,2616,2698,278,2861,2943,3025,3107,3188,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
9,368,3801,3924,4047,4052,4052,4052,4052,4052,4052,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
10,2701,2791,2881,2971,3061,3151,3241,3331,3421,3511,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
10,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
11,2967,3066,3165,3264,3363,3462,3561,366,3759,3858,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
11,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
12,3557,3675,3794,3912,4031,4149,4268,4387,4505,4624,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
12,4052,4052,4052,4052,4052,4149,4268,4387,4505,4624,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
13,4229,437,4511,4652,4793,4934,5075,5216,5357,5498,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
13,4229,437,4511,4652,4793,4934,5075,5216,5357,5498,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
14,4998,5164,5331,5498,5664,5831,5997,6164,6331,6497,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
14,4998,5164,5331,5498,5664,5831,5997,6164,6331,6497,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
15,5879,6075,6271,6467,6663,6859,7054,725,7446,7642,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,B
15,5879,6075,6271,6467,6663,6859,7054,725,7446,7642,,"AUSTIN-ROUND ROCK, TX",Hourly,2018,O
1,23947,24749,25546,26337,27134,27599,28386,29181,29212,29960,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
2,26925,27566,28457,29212,29543,30413,31282,32152,33021,33891,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
3,29378,30357,31336,32315,33294,34273,35252,36231,37210,38189,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
4,32980,34079,35178,36277,37376,38475,39574,40672,41771,42870,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
5,36899,38129,39359,40590,41820,43050,44280,45510,46741,47971,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
6,41130,42501,43871,45241,46612,47982,49353,50723,52093,53464,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
7,45707,47230,48753,50277,51800,53324,54847,56370,57894,59417,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
8,50618,52306,53994,55682,57370,59058,60745,62433,64121,65809,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
9,55909,57773,59636,61500,63364,65228,67091,68955,70819,72683,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
10,61569,63621,65674,67726,69779,71831,73884,75936,77988,80041,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
11,67643,69899,72154,74409,76664,78919,81174,83429,85684,87940,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
12,81077,83780,86482,89185,91888,94590,97293,99995,102698,105400,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
13,96411,99624,102838,106052,109266,112479,115693,118907,122121,125335,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
14,113929,117727,121524,125322,129119,132917,136715,140512,144310,148108,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
15,134011,138478,142945,147411,151878,156345,160812,164200,164200,164200,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Salary,2018,
1,1147,1186,1224,1262,130,1322,136,1398,140,1436,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
1,1721,1779,1836,1893,195,1983,204,2097,210,2154,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
2,129,1321,1364,140,1416,1457,1499,1541,1582,1624,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
2,1935,1982,2046,210,2124,2186,2249,2312,2373,2436,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
3,1408,1455,1501,1548,1595,1642,1689,1736,1783,183,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
3,2112,2183,2252,2322,2393,2463,2534,2604,2675,2745,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
4,158,1633,1686,1738,1791,1844,1896,1949,2001,2054,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
4,237,245,2529,2607,2687,2766,2844,2924,3002,3081,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
5,1768,1827,1886,1945,2004,2063,2122,2181,224,2299,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
5,2652,2741,2829,2918,3006,3095,3183,3272,336,3449,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
6,1971,2036,2102,2168,2233,2299,2365,243,2496,2562,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
6,2957,3054,3153,3252,335,3449,3548,3645,3744,3843,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
7,219,2263,2336,2409,2482,2555,2628,2701,2774,2847,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
7,3285,3395,3504,3614,3723,3833,3942,4052,4161,4271,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
8,2425,2506,2587,2668,2749,283,2911,2992,3072,3153,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
8,3638,3759,3881,4002,4124,4245,4367,4425,4425,4425,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
9,2679,2768,2857,2947,3036,3125,3215,3304,3393,3483,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
9,4019,4152,4286,4421,4425,4425,4425,4425,4425,4425,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
10,295,3048,3147,3245,3344,3442,354,3639,3737,3835,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
10,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
11,3241,3349,3457,3565,3673,3781,389,3998,4106,4214,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
11,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
12,3885,4014,4144,4273,4403,4532,4662,4791,4921,505,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
12,4425,4425,4425,4425,4425,4532,4662,4791,4921,505,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
13,462,4774,4928,5082,5236,539,5544,5698,5852,6006,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
13,462,4774,4928,5082,5236,539,5544,5698,5852,6006,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
14,5459,5641,5823,6005,6187,6369,6551,6733,6915,7097,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
14,5459,5641,5823,6005,6187,6369,6551,6733,6915,7097,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
15,6421,6635,6849,7063,7277,7491,7705,7868,7868,7868,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,B
15,6421,6635,6849,7063,7277,7491,7705,7868,7868,7868,,"BOSTON-WORCESTER-PROVIDENCE, MA-RI-NH-CT-ME",Hourly,2018,O
1,22388,23138,23882,24623,25367,25802,26538,27281,27310,28010,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
2,25172,25771,26605,27310,27620,28433,29246,30058,30871,31684,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
3,27465,28380,29296,30211,31126,32042,32957,33872,34787,35703,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
4,30833,31860,32888,33915,34942,35970,36997,38024,39052,40079,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
5,34497,35647,36797,37947,39097,40247,41397,42547,43697,44847,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
6,38452,39733,41015,42296,43577,44858,46139,47421,48702,49983,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
7,42731,44155,45579,47003,48428,49852,51276,52700,54124,55549,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
8,47323,48901,50479,52057,53635,55213,56790,58368,59946,61524,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
9,52269,54011,55754,57496,59238,60981,62723,64466,66208,67950,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
10,57560,59479,61398,63317,65236,67154,69073,70992,72911,74830,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
11,63239,65348,67456,69564,71672,73781,75889,77997,80106,82214,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
12,75798,78325,80852,83378,85905,88432,90958,93485,96011,98538,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
13,90133,93138,96143,99147,102152,105156,108161,111165,114170,117174,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
14,106511,110062,113612,117162,120713,124263,127813,131364,134914,138465,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
15,125286,129462,133638,137814,141990,146166,150342,154518,158694,162870,,"BUFFALO-CHEEKTOWAGA, NY",Salary,2018,
1,1073,1109,1144,118,1215,1236,1272,1307,1309,1342,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
1,161,1664,1716,177,1823,1854,1908,1961,1964,2013,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
2,1206,1235,1275,1309,1323,1362,1401,144,1479,1518,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
2,1809,1853,1913,1964,1985,2043,2102,216,2219,2277,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
3,1316,136,1404,1448,1491,1535,1579,1623,1667,1711,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
3,1974,204,2106,2172,2237,2303,2369,2435,2501,2567,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
4,1477,1527,1576,1625,1674,1724,1773,1822,1871,192,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
4,2216,2291,2364,2438,2511,2586,266,2733,2807,288,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
5,1653,1708,1763,1818,1873,1928,1984,2039,2094,2149,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
5,248,2562,2645,2727,281,2892,2976,3059,3141,3224,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
6,1842,1904,1965,2027,2088,2149,2211,2272,2334,2395,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
6,2763,2856,2948,3041,3132,3224,3317,3408,3501,3593,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
7,2047,2116,2184,2252,232,2389,2457,2525,2593,2662,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
7,3071,3174,3276,3378,348,3584,3686,3788,389,3993,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
8,2268,2343,2419,2494,257,2646,2721,2797,2872,2948,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
8,3402,3515,3629,3741,3855,3969,4082,4137,4137,4137,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
9,2505,2588,2671,2755,2838,2922,3005,3089,3172,3256,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
9,3758,3882,4007,4133,4137,4137,4137,4137,4137,4137,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
10,2758,285,2942,3034,3126,3218,331,3402,3494,3586,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
10,4137,4137,4137,4137,4137,4137,4137,4137,4137,4137,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
11,303,3131,3232,3333,3434,3535,3636,3737,3838,3939,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
11,4137,4137,4137,4137,4137,4137,4137,4137,4137,4137,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
12,3632,3753,3874,3995,4116,4237,4358,4479,460,4722,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
12,4137,4137,4137,4137,4137,4237,4358,4479,460,4722,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
13,4319,4463,4607,4751,4895,5039,5183,5327,5471,5614,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
13,4319,4463,4607,4751,4895,5039,5183,5327,5471,5614,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
14,5104,5274,5444,5614,5784,5954,6124,6294,6464,6635,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
14,5104,5274,5444,5614,5784,5954,6124,6294,6464,6635,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
15,6003,6203,6403,6603,6804,7004,7204,7404,7604,7804,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,B
15,6003,6203,6403,6603,6804,7004,7204,7404,7604,7804,,"BUFFALO-CHEEKTOWAGA, NY",Hourly,2018,O
1,21830,22561,23287,24009,24735,25159,25876,26602,26630,27312,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
2,24545,25129,25942,26630,26932,27724,28517,29309,30102,30894,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
3,26781,27673,28566,29458,30351,31243,32136,33028,33921,34813,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
4,30065,31066,32068,33070,34072,35073,36075,37077,38079,39080,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
5,33637,34758,35880,37001,38123,39244,40366,41487,42608,43730,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
6,37494,38743,39993,41242,42491,43740,44990,46239,47488,48737,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
7,41666,43055,44443,45832,47221,48609,49998,51387,52776,54164,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
8,46144,47682,49221,50759,52298,53837,55375,56914,58452,59991,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
9,50966,52665,54364,56063,57762,59461,61160,62859,64558,66257,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
10,56126,57997,59868,61739,63610,65481,67352,69223,71094,72965,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
11,61663,63719,65775,67831,69886,71942,73998,76054,78109,80165,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
12,73910,76373,78837,81301,83764,86228,88691,91155,93619,96082,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
13,87887,90817,93747,96676,99606,102536,105465,108395,111325,114254,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
14,103857,107319,110781,114243,117704,121166,124628,128090,131552,135014,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
15,122163,126235,130307,134379,138451,142523,146595,150667,154739,158811,,"CHARLOTTE-CONCORD, NC-SC",Salary,2018,
1,1046,1081,1116,115,1185,1206,124,1275,1276,1309,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
1,1569,1622,1674,1725,1778,1809,186,1913,1914,1964,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
2,1176,1204,1243,1276,129,1328,1366,1404,1442,148,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
2,1764,1806,1865,1914,1935,1992,2049,2106,2163,222,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
3,1283,1326,1369,1411,1454,1497,154,1583,1625,1668,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
3,1925,1989,2054,2117,2181,2246,231,2375,2438,2502,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
4,1441,1489,1537,1585,1633,1681,1729,1777,1825,1873,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
4,2162,2234,2306,2378,245,2522,2594,2666,2738,281,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
5,1612,1665,1719,1773,1827,188,1934,1988,2042,2095,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
5,2418,2498,2579,266,2741,282,2901,2982,3063,3143,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
6,1797,1856,1916,1976,2036,2096,2156,2216,2275,2335,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
6,2696,2784,2874,2964,3054,3144,3234,3324,3413,3503,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
7,1996,2063,213,2196,2263,2329,2396,2462,2529,2595,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
7,2994,3095,3195,3294,3395,3494,3594,3693,3794,3893,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
8,2211,2285,2358,2432,2506,258,2653,2727,2801,2875,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
8,3317,3428,3537,3648,3759,387,398,4034,4034,4034,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
9,2442,2523,2605,2686,2768,2849,2931,3012,3093,3175,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
9,3663,3785,3908,4029,4034,4034,4034,4034,4034,4034,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
10,2689,2779,2869,2958,3048,3138,3227,3317,3407,3496,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
10,4034,4034,4034,4034,4034,4034,4034,4034,4034,4034,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
11,2955,3053,3152,325,3349,3447,3546,3644,3743,3841,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
11,4034,4034,4034,4034,4034,4034,4034,4034,4034,4034,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
12,3541,3659,3778,3896,4014,4132,425,4368,4486,4604,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
12,4034,4034,4034,4034,4034,4132,425,4368,4486,4604,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
13,4211,4352,4492,4632,4773,4913,5053,5194,5334,5475,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
13,4211,4352,4492,4632,4773,4913,5053,5194,5334,5475,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
14,4976,5142,5308,5474,564,5806,5972,6138,6303,6469,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
14,4976,5142,5308,5474,564,5806,5972,6138,6303,6469,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
15,5854,6049,6244,6439,6634,6829,7024,7219,7414,761,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,B
15,5854,6049,6244,6439,6634,6829,7024,7219,7414,761,,"CHARLOTTE-CONCORD, NC-SC",Hourly,2018,O
1,23945,24747,25544,26335,27132,27597,28384,29179,29210,29958,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
2,26923,27564,28455,29210,29541,30411,31280,32149,33019,33888,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
3,29375,30354,31333,32312,33291,34270,35249,36228,37207,38186,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
4,32978,34077,35175,36274,37373,38472,39571,40669,41768,42867,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
5,36896,38126,39356,40586,41817,43047,44277,45507,46737,47967,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
6,41127,42497,43868,45238,46608,47978,49349,50719,52089,53460,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
7,45703,47226,48750,50273,51796,53319,54843,56366,57889,59412,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
8,50615,52302,53990,55678,57365,59053,60741,62428,64116,65804,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
9,55905,57768,59632,61495,63359,65223,67086,68950,70813,72677,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
10,61564,63616,65669,67721,69773,71826,73878,75930,77982,80035,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
11,67638,69893,72148,74403,76658,78913,81168,83423,85678,87933,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
12,81071,83773,86476,89178,91880,94583,97285,99987,102690,105392,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
13,96403,99617,102830,106044,109257,112471,115684,118898,122111,125325,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
14,113920,117717,121515,125312,129109,132907,136704,140501,144299,148096,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
15,134000,138467,142933,147400,151866,156333,160800,164200,164200,164200,,"CHICAGO-NAPERVILLE, IL-IN-WI",Salary,2018,
1,1147,1186,1224,1262,130,1322,136,1398,140,1435,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
1,1721,1779,1836,1893,195,1983,204,2097,210,2153,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
2,129,1321,1363,140,1415,1457,1499,154,1582,1624,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
2,1935,1982,2045,210,2123,2186,2249,231,2373,2436,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
3,1408,1454,1501,1548,1595,1642,1689,1736,1783,183,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
3,2112,2181,2252,2322,2393,2463,2534,2604,2675,2745,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
4,158,1633,1685,1738,1791,1843,1896,1949,2001,2054,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
4,237,245,2528,2607,2687,2765,2844,2924,3002,3081,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
5,1768,1827,1886,1945,2004,2063,2122,218,2239,2298,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
5,2652,2741,2829,2918,3006,3095,3183,327,3359,3447,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
6,1971,2036,2102,2168,2233,2299,2365,243,2496,2562,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
6,2957,3054,3153,3252,335,3449,3548,3645,3744,3843,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
7,219,2263,2336,2409,2482,2555,2628,2701,2774,2847,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
7,3285,3395,3504,3614,3723,3833,3942,4052,4161,4271,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
8,2425,2506,2587,2668,2749,283,291,2991,3072,3153,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
8,3638,3759,3881,4002,4124,4245,4365,4425,4425,4425,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
9,2679,2768,2857,2947,3036,3125,3214,3304,3393,3482,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
9,4019,4152,4286,4421,4425,4425,4425,4425,4425,4425,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
10,295,3048,3147,3245,3343,3442,354,3638,3737,3835,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
10,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
11,3241,3349,3457,3565,3673,3781,3889,3997,4105,4213,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
11,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
12,3885,4014,4144,4273,4402,4532,4661,4791,492,505,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
12,4425,4425,4425,4425,4425,4532,4661,4791,492,505,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
13,4619,4773,4927,5081,5235,5389,5543,5697,5851,6005,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
13,4619,4773,4927,5081,5235,5389,5543,5697,5851,6005,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
14,5459,564,5822,6004,6186,6368,655,6732,6914,7096,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
14,5459,564,5822,6004,6186,6368,655,6732,6914,7096,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
15,6421,6635,6849,7063,7277,7491,7705,7868,7868,7868,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,B
15,6421,6635,6849,7063,7277,7491,7705,7868,7868,7868,,"CHICAGO-NAPERVILLE, IL-IN-WI",Hourly,2018,O
1,22518,23272,24021,24765,25514,25952,26691,27439,27468,28172,,"CINCINNATI-WILMINGTON-MAYSVILLE, OH-KY-IN",Salary,2018,
2,25318,25921,26759,27468,27780,28597,29415,30232,31050,31867,,"CINCINNATI-WILMINGTON-MAYSVILLE, OH-KY-IN",Salary,2018,
3,27624,28545,29465,30386,31306,32227,33148,34068,34989,35909,,"CINCINNATI-WILMINGTON-MAYSVILLE, OH-KY-IN",Salary,2018,
4,31012,32045,33078,34111,35145,36178,37211,38245,39278,40311,,"CINCINNATI-WILMINGTON-MAYSVILLE, OH-KY-IN",Salary,2018,
5,34696,35853,37010,38167,39323,40480,41637,42794,43950,45107,,"CINCINNATI-WILMINGTON-MAYSVILLE, OH-KY-IN",Salary,2018,
