Grade,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,WGI,location,pay_type,year,B/O
9,3016,3116,3217,3317,3418,3518,3619,3719,382,392,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
9,4524,4674,4826,4976,4982,4982,4982,4982,4982,4982,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
10,3321,3432,3542,3653,3764,3874,3985,4096,4207,4317,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
10,4982,4982,4982,4982,4982,4982,4982,4982,4982,4982,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
11,3649,377,3892,4013,4135,4257,4378,450,4622,4743,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
11,4982,4982,4982,4982,4982,4982,4982,4982,4982,4982,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
12,4373,4519,4665,4811,4956,5102,5248,5394,5539,5685,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
12,4982,4982,4982,4982,4982,5102,5248,5394,5539,5685,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
13,520,5374,5547,572,5894,6067,624,6414,6587,676,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
13,520,5374,5547,572,5894,6067,624,6414,6587,676,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
14,6145,635,6555,676,6965,7169,7374,7579,7784,7989,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
14,6145,635,6555,676,6965,7169,7374,7579,7784,7989,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
15,7228,7469,771,7951,8192,8433,8674,8793,8793,8793,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
15,7228,7469,771,7951,8192,8433,8674,8793,8793,8793,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
1,24903,25739,26565,27391,28217,28701,29521,30346,30379,31157,,"Harrisburg-Lebanon, PA",Salary,2023,
2,28001,28668,29595,30379,30722,31626,32529,33433,34337,35240,,"Harrisburg-Lebanon, PA",Salary,2023,
3,30554,31572,32591,33610,34628,35647,36666,37684,38703,39722,,"Harrisburg-Lebanon, PA",Salary,2023,
4,34297,35441,36584,37727,38870,40013,41157,42300,43443,44586,,"Harrisburg-Lebanon, PA",Salary,2023,
5,38372,39652,40931,42211,43491,44770,46050,47329,48609,49888,,"Harrisburg-Lebanon, PA",Salary,2023,
6,42775,44201,45626,47052,48477,49903,51328,52754,54179,55604,,"Harrisburg-Lebanon, PA",Salary,2023,
7,47533,49118,50702,52286,53871,55455,57039,58624,60208,61793,,"Harrisburg-Lebanon, PA",Salary,2023,
8,52641,54396,56151,57906,59661,61417,63172,64927,66682,68437,,"Harrisburg-Lebanon, PA",Salary,2023,
9,58142,60080,62018,63956,65893,67831,69769,71707,73644,75582,,"Harrisburg-Lebanon, PA",Salary,2023,
10,64027,66161,68296,70431,72565,74700,76834,78969,81104,83238,,"Harrisburg-Lebanon, PA",Salary,2023,
11,70346,72691,75035,77380,79724,82069,84414,86758,89103,91447,,"Harrisburg-Lebanon, PA",Salary,2023,
12,84316,87127,89937,92748,95559,98369,101180,103990,106801,109612,,"Harrisburg-Lebanon, PA",Salary,2023,
13,100263,103605,106947,110289,113631,116972,120314,123656,126998,130340,,"Harrisburg-Lebanon, PA",Salary,2023,
14,118481,122430,126379,130328,134277,138226,142175,146124,150073,154022,,"Harrisburg-Lebanon, PA",Salary,2023,
15,139365,144010,148655,153300,157945,162590,167236,171881,176526,181171,,"Harrisburg-Lebanon, PA",Salary,2023,
1,1193,1233,1273,1312,1352,1375,1415,1454,1456,1493,,"Harrisburg-Lebanon, PA",Hourly,2023,B
1,179,185,191,1968,2028,2063,2123,2181,2184,224,,"Harrisburg-Lebanon, PA",Hourly,2023,O
2,1342,1374,1418,1456,1472,1515,1559,1602,1645,1689,,"Harrisburg-Lebanon, PA",Hourly,2023,B
2,2013,2061,2127,2184,2208,2273,2339,2403,2468,2534,,"Harrisburg-Lebanon, PA",Hourly,2023,O
3,1464,1513,1562,161,1659,1708,1757,1806,1854,1903,,"Harrisburg-Lebanon, PA",Hourly,2023,B
3,2196,227,2343,2415,2489,2562,2636,2709,2781,2855,,"Harrisburg-Lebanon, PA",Hourly,2023,O
4,1643,1698,1753,1808,1862,1917,1972,2027,2082,2136,,"Harrisburg-Lebanon, PA",Hourly,2023,B
4,2465,2547,263,2712,2793,2876,2958,3041,3123,3204,,"Harrisburg-Lebanon, PA",Hourly,2023,O
5,1839,190,1961,2023,2084,2145,2207,2268,2329,239,,"Harrisburg-Lebanon, PA",Hourly,2023,B
5,2759,285,2942,3035,3126,3218,3311,3402,3494,3585,,"Harrisburg-Lebanon, PA",Hourly,2023,O
6,205,2118,2186,2255,2323,2391,2459,2528,2596,2664,,"Harrisburg-Lebanon, PA",Hourly,2023,B
6,3075,3177,3279,3383,3485,3587,3689,3792,3894,3996,,"Harrisburg-Lebanon, PA",Hourly,2023,O
7,2278,2354,2429,2505,2581,2657,2733,2809,2885,2961,,"Harrisburg-Lebanon, PA",Hourly,2023,B
7,3417,3531,3644,3758,3872,3986,410,4214,4328,4442,,"Harrisburg-Lebanon, PA",Hourly,2023,O
8,2522,2606,2691,2775,2859,2943,3027,3111,3195,3279,,"Harrisburg-Lebanon, PA",Hourly,2023,B
8,3783,3909,4037,4163,4289,4415,4541,4602,4602,4602,,"Harrisburg-Lebanon, PA",Hourly,2023,O
9,2786,2879,2972,3064,3157,325,3343,3436,3529,3622,,"Harrisburg-Lebanon, PA",Hourly,2023,B
9,4179,4319,4458,4596,4602,4602,4602,4602,4602,4602,,"Harrisburg-Lebanon, PA",Hourly,2023,O
10,3068,317,3272,3375,3477,3579,3682,3784,3886,3988,,"Harrisburg-Lebanon, PA",Hourly,2023,B
10,4602,4602,4602,4602,4602,4602,4602,4602,4602,4602,,"Harrisburg-Lebanon, PA",Hourly,2023,O
11,3371,3483,3595,3708,382,3932,4045,4157,4269,4382,,"Harrisburg-Lebanon, PA",Hourly,2023,B
11,4602,4602,4602,4602,4602,4602,4602,4602,4602,4602,,"Harrisburg-Lebanon, PA",Hourly,2023,O
12,404,4175,4309,4444,4579,4713,4848,4983,5117,5252,,"Harrisburg-Lebanon, PA",Hourly,2023,B
12,4602,4602,4602,4602,4602,4713,4848,4983,5117,5252,,"Harrisburg-Lebanon, PA",Hourly,2023,O
13,4804,4964,5124,5285,5445,5605,5765,5925,6085,6245,,"Harrisburg-Lebanon, PA",Hourly,2023,B
13,4804,4964,5124,5285,5445,5605,5765,5925,6085,6245,,"Harrisburg-Lebanon, PA",Hourly,2023,O
14,5677,5866,6056,6245,6434,6623,6812,7002,7191,738,,"Harrisburg-Lebanon, PA",Hourly,2023,B
14,5677,5866,6056,6245,6434,6623,6812,7002,7191,738,,"Harrisburg-Lebanon, PA",Hourly,2023,O
15,6678,690,7123,7345,7568,7791,8013,8236,8458,8681,,"Harrisburg-Lebanon, PA",Hourly,2023,B
15,6678,690,7123,7345,7568,7791,8013,8236,8458,8681,,"Harrisburg-Lebanon, PA",Hourly,2023,O
1,27490,28413,29325,30236,31149,31683,32587,33499,33535,34394,,"Hartford-West Hartford, CT-MA",Salary,2023,
2,30910,31646,32670,33535,33914,34911,35909,36906,37904,38901,,"Hartford-West Hartford, CT-MA",Salary,2023,
3,33728,34852,35977,37101,38226,39350,40475,41599,42724,43848,,"Hartford-West Hartford, CT-MA",Salary,2023,
4,37860,39122,40384,41646,42908,44170,45432,46694,47956,49218,,"Hartford-West Hartford, CT-MA",Salary,2023,
5,42359,43771,45184,46596,48009,49421,50834,52246,53659,55071,,"Hartford-West Hartford, CT-MA",Salary,2023,
6,47219,48793,50366,51940,53513,55087,56660,58234,59808,61381,,"Hartford-West Hartford, CT-MA",Salary,2023,
7,52471,54220,55969,57718,59467,61216,62965,64714,66463,68212,,"Hartford-West Hartford, CT-MA",Salary,2023,
8,58110,60047,61985,63922,65860,67797,69734,71672,73609,75547,,"Hartford-West Hartford, CT-MA",Salary,2023,
9,64183,66322,68461,70600,72739,74878,77017,79156,81295,83434,,"Hartford-West Hartford, CT-MA",Salary,2023,
10,70678,73035,75391,77747,80104,82460,84817,87173,89529,91886,,"Hartford-West Hartford, CT-MA",Salary,2023,
11,77655,80243,82831,85419,88007,90595,93183,95771,98359,100947,,"Hartford-West Hartford, CT-MA",Salary,2023,
12,93076,96178,99281,102383,105486,108589,111691,114794,117896,120999,,"Hartford-West Hartford, CT-MA",Salary,2023,
13,110679,114368,118057,121746,125435,129124,132813,136502,140192,143881,,"Hartford-West Hartford, CT-MA",Salary,2023,
14,130790,135149,139508,143867,148227,152586,156945,161305,165664,170023,,"Hartford-West Hartford, CT-MA",Salary,2023,
15,153843,158971,164098,169226,174354,179482,183500,183500,183500,183500,,"Hartford-West Hartford, CT-MA",Salary,2023,
1,1317,1361,1405,1449,1493,1518,1561,1605,1607,1648,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
1,1976,2042,2108,2174,224,2277,2342,2408,2411,2472,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
2,1481,1516,1565,1607,1625,1673,1721,1768,1816,1864,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
2,2222,2274,2348,2411,2438,251,2582,2652,2724,2796,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
3,1616,167,1724,1778,1832,1885,1939,1993,2047,2101,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
3,2424,2505,2586,2667,2748,2828,2909,299,3071,3152,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
4,1814,1875,1935,1995,2056,2116,2177,2237,2298,2358,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
4,2721,2813,2903,2993,3084,3174,3266,3356,3447,3537,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
5,203,2097,2165,2233,230,2368,2436,2503,2571,2639,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
5,3045,3146,3248,335,345,3552,3654,3755,3857,3959,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
6,2263,2338,2413,2489,2564,264,2715,279,2866,2941,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
6,3395,3507,362,3734,3846,396,4073,4185,4299,4412,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
7,2514,2598,2682,2766,2849,2933,3017,3101,3185,3268,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
7,3771,3897,4023,4149,4274,440,4526,4652,4778,4902,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
8,2784,2877,297,3063,3156,3249,3341,3434,3527,362,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
8,4176,4316,4455,4595,4734,4874,5012,5081,5081,5081,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
9,3075,3178,328,3383,3485,3588,369,3793,3895,3998,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
9,4613,4767,492,5075,5081,5081,5081,5081,5081,5081,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
10,3387,350,3612,3725,3838,3951,4064,4177,429,4403,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
10,5081,5081,5081,5081,5081,5081,5081,5081,5081,5081,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
11,3721,3845,3969,4093,4217,4341,4465,4589,4713,4837,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
11,5081,5081,5081,5081,5081,5081,5081,5081,5081,5081,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
12,446,4608,4757,4906,5054,5203,5352,550,5649,5798,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
12,5081,5081,5081,5081,5081,5203,5352,550,5649,5798,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
13,5303,548,5657,5834,601,6187,6364,6541,6717,6894,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
13,5303,548,5657,5834,601,6187,6364,6541,6717,6894,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
14,6267,6476,6685,6893,7102,7311,752,7729,7938,8147,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
14,6267,6476,6685,6893,7102,7311,752,7729,7938,8147,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
15,7371,7617,7863,8109,8354,860,8793,8793,8793,8793,,"Hartford-West Hartford, CT-MA",Hourly,2023,B
15,7371,7617,7863,8109,8354,860,8793,8793,8793,8793,,"Hartford-West Hartford, CT-MA",Hourly,2023,O
1,28237,29185,30123,31059,31996,32544,33474,34410,34447,35329,,"Houston-The Woodlands, TX",Salary,2023,
2,31751,32507,33558,34447,34836,35860,36885,37910,38934,39959,,"Houston-The Woodlands, TX",Salary,2023,
3,34645,35800,36955,38110,39265,40420,41575,42731,43886,45041,,"Houston-The Woodlands, TX",Salary,2023,
4,38890,40186,41483,42779,44075,45372,46668,47964,49260,50557,,"Houston-The Woodlands, TX",Salary,2023,
5,43510,44961,46412,47863,49314,50765,52216,53667,55118,56569,,"Houston-The Woodlands, TX",Salary,2023,
6,48503,50120,51736,53352,54969,56585,58201,59818,61434,63050,,"Houston-The Woodlands, TX",Salary,2023,
7,53898,55695,57491,59288,61084,62881,64677,66474,68270,70067,,"Houston-The Woodlands, TX",Salary,2023,
8,59690,61680,63670,65660,67651,69641,71631,73621,75611,77601,,"Houston-The Woodlands, TX",Salary,2023,
9,65928,68125,70322,72520,74717,76914,79111,81309,83506,85703,,"Houston-The Woodlands, TX",Salary,2023,
10,72600,75021,77441,79862,82282,84703,87123,89544,91964,94384,,"Houston-The Woodlands, TX",Salary,2023,
11,79766,82425,85083,87742,90400,93059,95717,98376,101034,103693,,"Houston-The Woodlands, TX",Salary,2023,
12,95607,98794,101981,105168,108355,111542,114728,117915,121102,124289,,"Houston-The Woodlands, TX",Salary,2023,
13,113689,117478,121268,125057,128846,132636,136425,140215,144004,147793,,"Houston-The Woodlands, TX",Salary,2023,
14,134346,138824,143302,147780,152258,156736,161213,165691,170169,174647,,"Houston-The Woodlands, TX",Salary,2023,
15,158026,163294,168561,173828,179095,183500,183500,183500,183500,183500,,"Houston-The Woodlands, TX",Salary,2023,
1,1353,1398,1443,1488,1533,1559,1604,1649,1651,1693,,"Houston-The Woodlands, TX",Hourly,2023,B
1,203,2097,2165,2232,230,2339,2406,2474,2477,254,,"Houston-The Woodlands, TX",Hourly,2023,O
2,1521,1558,1608,1651,1669,1718,1767,1816,1866,1915,,"Houston-The Woodlands, TX",Hourly,2023,B
2,2282,2337,2412,2477,2504,2577,2651,2724,2799,2873,,"Houston-The Woodlands, TX",Hourly,2023,O
3,166,1715,1771,1826,1881,1937,1992,2047,2103,2158,,"Houston-The Woodlands, TX",Hourly,2023,B
3,249,2573,2657,2739,2822,2906,2988,3071,3155,3237,,"Houston-The Woodlands, TX",Hourly,2023,O
4,1863,1926,1988,205,2112,2174,2236,2298,236,2422,,"Houston-The Woodlands, TX",Hourly,2023,B
4,2795,2889,2982,3075,3168,3261,3354,3447,354,3633,,"Houston-The Woodlands, TX",Hourly,2023,O
5,2085,2154,2224,2293,2363,2432,2502,2571,2641,2711,,"Houston-The Woodlands, TX",Hourly,2023,B
5,3128,3231,3336,344,3545,3648,3753,3857,3962,4067,,"Houston-The Woodlands, TX",Hourly,2023,O
6,2324,2402,2479,2556,2634,2711,2789,2866,2944,3021,,"Houston-The Woodlands, TX",Hourly,2023,B
6,3486,3603,3719,3834,3951,4067,4184,4299,4416,4532,,"Houston-The Woodlands, TX",Hourly,2023,O
7,2583,2669,2755,2841,2927,3013,3099,3185,3271,3357,,"Houston-The Woodlands, TX",Hourly,2023,B
7,3875,4004,4133,4262,4391,452,4649,4778,4907,5036,,"Houston-The Woodlands, TX",Hourly,2023,O
8,286,2955,3051,3146,3242,3337,3432,3528,3623,3718,,"Houston-The Woodlands, TX",Hourly,2023,B
8,429,4433,4577,4719,4863,5006,5148,5219,5219,5219,,"Houston-The Woodlands, TX",Hourly,2023,O
9,3159,3264,337,3475,358,3685,3791,3896,4001,4107,,"Houston-The Woodlands, TX",Hourly,2023,B
9,4739,4896,5055,5213,5219,5219,5219,5219,5219,5219,,"Houston-The Woodlands, TX",Hourly,2023,O
10,3479,3595,3711,3827,3943,4059,4175,4291,4407,4522,,"Houston-The Woodlands, TX",Hourly,2023,B
10,5219,5219,5219,5219,5219,5219,5219,5219,5219,5219,,"Houston-The Woodlands, TX",Hourly,2023,O
11,3822,3949,4077,4204,4332,4459,4586,4714,4841,4969,,"Houston-The Woodlands, TX",Hourly,2023,B
11,5219,5219,5219,5219,5219,5219,5219,5219,5219,5219,,"Houston-The Woodlands, TX",Hourly,2023,O
12,4581,4734,4886,5039,5192,5345,5497,565,5803,5955,,"Houston-The Woodlands, TX",Hourly,2023,B
12,5219,5219,5219,5219,5219,5345,5497,565,5803,5955,,"Houston-The Woodlands, TX",Hourly,2023,O
13,5447,5629,5811,5992,6174,6355,6537,6718,690,7082,,"Houston-The Woodlands, TX",Hourly,2023,B
13,5447,5629,5811,5992,6174,6355,6537,6718,690,7082,,"Houston-The Woodlands, TX",Hourly,2023,O
14,6437,6652,6866,7081,7296,751,7725,7939,8154,8368,,"Houston-The Woodlands, TX",Hourly,2023,B
14,6437,6652,6866,7081,7296,751,7725,7939,8154,8368,,"Houston-The Woodlands, TX",Hourly,2023,O
15,7572,7824,8077,8329,8581,8793,8793,8793,8793,8793,,"Houston-The Woodlands, TX",Hourly,2023,B
15,7572,7824,8077,8329,8581,8793,8793,8793,8793,8793,,"Houston-The Woodlands, TX",Hourly,2023,O
1,25400,26253,27096,27938,28781,29275,30111,30952,30986,31780,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
2,28561,29241,30187,30986,31336,32258,33179,34101,35023,35944,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
3,31164,32203,33242,34281,35320,36359,37398,38437,39477,40516,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
4,34983,36149,37315,38481,39647,40813,41979,43145,44311,45477,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
5,39139,40444,41749,43055,44360,45665,46970,48275,49580,50885,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
6,43630,45084,46538,47992,49446,50900,52354,53808,55262,56716,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
7,48483,50099,51715,53331,54947,56563,58179,59795,61411,63027,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
8,53693,55483,57273,59064,60854,62644,64434,66224,68015,69805,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
9,59304,61281,63257,65234,67210,69187,71163,73140,75116,77093,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
10,65306,67484,69661,71838,74015,76193,78370,80547,82725,84902,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
11,71752,74144,76535,78926,81318,83709,86101,88492,90883,93275,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
12,86001,88868,91735,94602,97468,100335,103202,106069,108935,111802,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
13,102267,105675,109084,112493,115901,119310,122719,126127,129536,132945,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
14,120849,124877,128905,132933,136961,140989,145017,149044,153072,157100,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
15,142150,146888,151626,156364,161102,165840,170578,175316,180054,183500,,"Huntsville-Decatur-Albertville, AL",Salary,2023,
1,1217,1258,1298,1339,1379,1403,1443,1483,1485,1523,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
1,1826,1887,1947,2009,2069,2105,2165,2225,2228,2285,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
2,1369,1401,1446,1485,1501,1546,159,1634,1678,1722,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
2,2054,2102,2169,2228,2252,2319,2385,2451,2517,2583,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
3,1493,1543,1593,1643,1692,1742,1792,1842,1892,1941,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
3,224,2315,239,2465,2538,2613,2688,2763,2838,2912,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
4,1676,1732,1788,1844,190,1956,2011,2067,2123,2179,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
4,2514,2598,2682,2766,285,2934,3017,3101,3185,3269,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
5,1875,1938,200,2063,2126,2188,2251,2313,2376,2438,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
5,2813,2907,300,3095,3189,3282,3377,347,3564,3657,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
6,2091,216,223,230,2369,2439,2509,2578,2648,2718,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
6,3137,324,3345,345,3554,3659,3764,3867,3972,4077,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
7,2323,2401,2478,2555,2633,271,2788,2865,2943,302,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
7,3485,3602,3717,3833,395,4065,4182,4298,4415,453,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
8,2573,2659,2744,283,2916,3002,3087,3173,3259,3345,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
8,386,3989,4116,4245,4374,4503,4631,4694,4694,4694,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
9,2842,2936,3031,3126,322,3315,341,3505,3599,3694,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
9,4263,4404,4547,4689,4694,4694,4694,4694,4694,4694,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
10,3129,3234,3338,3442,3546,3651,3755,3859,3964,4068,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
10,4694,4694,4694,4694,4694,4694,4694,4694,4694,4694,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
11,3438,3553,3667,3782,3896,4011,4126,424,4355,4469,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
11,4694,4694,4694,4694,4694,4694,4694,4694,4694,4694,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
12,4121,4258,4396,4533,467,4808,4945,5082,522,5357,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
12,4694,4694,4694,4694,4694,4808,4945,5082,522,5357,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
13,490,5063,5227,539,5553,5717,588,6043,6207,637,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
13,490,5063,5227,539,5553,5717,588,6043,6207,637,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
14,5791,5984,6177,637,6563,6756,6949,7142,7335,7528,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
14,5791,5984,6177,637,6563,6756,6949,7142,7335,7528,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
15,6811,7038,7265,7492,7719,7946,8173,840,8627,8793,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,B
15,6811,7038,7265,7492,7719,7946,8173,840,8627,8793,,"Huntsville-Decatur-Albertville, AL",Hourly,2023,O
1,24689,25517,26337,27155,27975,28454,29267,30085,30118,30889,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
2,27761,28421,29341,30118,30458,31354,32249,33145,34041,34937,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
3,30291,31301,32311,33321,34330,35340,36350,37360,38370,39380,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
4,34002,35136,36269,37403,38536,39669,40803,41936,43069,44203,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
5,38042,39311,40579,41848,43116,44385,45654,46922,48191,49459,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
6,42407,43821,45234,46647,48060,49473,50887,52300,53713,55126,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
7,47124,48695,50266,51837,53407,54978,56549,58120,59690,61261,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
8,52188,53928,55668,57408,59148,60888,62628,64368,66108,67848,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
9,57642,59563,61484,63406,65327,67248,69169,71090,73011,74932,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
10,63476,65592,67709,69825,71941,74057,76174,78290,80406,82522,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
11,69741,72066,74390,76714,79039,81363,83688,86012,88336,90661,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
12,83591,86378,89164,91950,94737,97523,100310,103096,105882,108669,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
13,99401,102714,106027,109340,112653,115966,119279,122593,125906,129219,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
14,117462,121377,125292,129207,133122,137037,140952,144867,148782,152698,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
15,138166,142771,147376,151982,156587,161192,165797,170402,175008,179613,,"Indianapolis-Carmel-Muncie, IN",Salary,2023,
1,1183,1223,1262,1301,134,1363,1402,1442,1443,148,,"Indianapolis-Carmel-Muncie, IN",Hourly,2023,B
1,1775,1835,1893,1952,201,2045,2103,2163,2165,222,,"Indianapolis-Carmel-Muncie, IN",Hourly,2023,O
2,133,1362,1406,1443,1459,1502,1545,1588,1631,1674,,"Indianapolis-Carmel-Muncie, IN",Hourly,2023,B
2,1995,2043,2109,2165,2189,2253,2318,2382,2447,2511,,"Indianapolis-Carmel-Muncie, IN",Hourly,2023,O
3,1451,150,1548,1597,1645,1693,1742,179,1839,1887,,"Indianapolis-Carmel-Muncie, IN",Hourly,2023,B
3,2177,225,2322,2396,2468,254,2613,2685,2759,2831,,"Indianapolis-Carmel-Muncie, IN",Hourly,2023,O
4,1629,1684,1738,1792,1846,1901,1955,2009,2064,2118,,"Indianapolis-Carmel-Muncie, IN",Hourly,2023,B
